uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
1,1,N,C,N,7570,15024,1873.17,1833.49,14970,7535,61.12,499.0,251.17,723,470,59,611,356,56,U,HOUSTON AREA,N,R,9.989997864,4,2,NA,1,0,O,5,M,S,1,M,5,1,C,B,0,N,U,U,U,U,U,Y,534,1007379
2,2,Y,B,N,2394,7709,1291.33,1256.64,7510,2327,43.33,258.97,80.24,392,150,56,369,145,50,S,MIDWEST AREA,Y,N,29.98999023,1,1,WC,0,0,O,8,S,M,4,M,6,2,C,A,1,G,U,U,U,U,U,Y,933,1007380
1,1,U,A,N,66,99,518.94,492.08,98,65,16.97,3.38,2.24,6,5,17,3,3,17,T,HOUSTON AREA,Y,N,29.98999023,2,1,WC,1,0,O,9,S,M,2,M,5,1,,A,0,N,U,U,U,U,U,Y,930,1007381
2,1,U,A,N,8640,16312,2112.1,2024.42,16097,8563,88.02,699.87,372.3,1135,557,179,935,498,145,U,NEW YORK CITY AREA,Y,R,99.98999023,4,4,WCMB,0,0,,3,M,A,2,M,4,2,C,D,0,H,Y,Y,U,U,U,Y,134,1007382
1,1,Y,A,N,2354,4285,865.24,829.13,4256,2340,39.48,202.67,111.43,265,154,40,241,131,38,C,MIDWEST AREA,Y,N,149.9899902,2,2,WCMB,1,1,O,10,S,M,3,M,7,1,C,A,0,H,U,U,U,U,U,Y,313,1007383
1,1,Y,A,N,137,306,984.66,940.65,302,133,32.44,10.41,4.59,32,8,29,16,4,30,C,TENNESSEE AREA,Y,N,29.98999023,1,1,NA,0,0,O,7,S,M,3,M,3,2,,A,0,N,U,U,U,U,U,Y,995,1007384
1,1,N,A,N,848,1451,1229.07,1163.64,1424,825,33.25,40.69,23.57,13,11,33,18,13,33,U,NEW YORK CITY AREA,N,N,29.98999023,1,1,NA,0,0,O,11,M,A,2,M,6,,C,C,0,S,U,U,U,U,U,Y,1102,1007385
1,1,Y,DA,Y,1821,4293,402.64,402.64,4127,1731,23.68,242.76,101.82,298,124,38,373,142,38,U,NEW YORK CITY AREA,N,N,59.98999023,6,2,WC,0,0,,1,M,S,1,M,1,,A,B,0,H,U,U,U,U,U,Y,39,1007386
2,1,U,A,N,5557,23627,2152.97,2095.35,23462,5515,63.5,710.97,167.12,870,170,54,850,164,54,S,GREAT LAKES AREA,N,N,29.98999023,1,1,WC,0,0,,1,M,U,1,M,8,,B,B,0,N,U,U,U,U,U,Y,1102,1007387
1,1,Y,A,N,20084,38156,3908.52,3868.84,38082,20029,124.8,1228.45,646.1,1905,793,105,2206,908,116,T,OHIO AREA,Y,N,199.9899902,11,8,WCMB,1,1,O,1,S,S,5,M,6,1,I,A,0,S,U,Y,Y,Y,U,Y,86,1007388
1,1,N,E,N,10348,17833,1685.87,1635.29,17783,10308,58.4,635.11,368.14,727,338,76,864,432,100,U,HOUSTON AREA,Y,R,129.9899902,4,3,WCMB,0,0,,,,U,3,M,,,C,,0,N,U,U,U,U,U,N,60,1007389
2,2,U,A,N,1515,3737,1081.6,1045.5,3707,1497,33.73,119.58,48.29,52,9,33,52,19,33,S,NEW YORK CITY AREA,Y,N,29.98999023,1,1,WC,0,0,O,3,S,M,2,M,9,1,C,A,1,H,Y,U,U,Y,U,Y,995,1007390
1,1,Y,EA,N,3233,5856,1498.07,1416.33,5560,3080,42.92,168.48,93.33,6,5,38,41,27,38,C,CALIFORNIA NORTH AREA,N,N,29.98999023,1,1,NA,0,0,O,2,,U,1,M,7,2,A,,0,Z,U,U,U,U,U,Y,1041,1007391
1,1,U,A,N,8952,15618,2270.25,2217.2,15508,8880,71.52,500.26,286.45,349,254,37,450,305,54,S,NORTH FLORIDA AREA,Y,N,29.98999023,2,2,WC,1,0,O,13,S,M,2,M,7,1,C,A,0,D,U,U,U,Y,Y,Y,988,1007392
1,1,N,ZA,N,6256,12096,1469.96,1469.96,12014,6207,58.8,480.56,248.28,635,390,58,754,407,94,U,CHICAGO AREA,N,N,29.98999023,3,1,WC,0,0,,,,U,,,,,,,0,Z,U,U,U,U,U,N,589,1007393
1,1,U,A,N,501,1040,630.23,602.45,1012,496,26.19,44.0,21.57,81,36,36,76,35,35,,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,29.98999023,1,1,NA,0,0,O,14,S,M,4,M,9,2,C,A,0,N,U,U,U,U,Y,Y,1041,1007394
5,4,N,BA,N,3888,6529,1077.2,1013.54,6153,3659,46.07,279.68,166.32,555,325,39,553,319,40,S,HOUSTON AREA,Y,N,79.98999023,3,3,WCMB,1,1,O,10,S,M,4,M,7,1,C,A,0,S,U,U,U,U,Y,Y,285,1007395
1,1,Y,A,N,3551,7415,1678.82,1618.64,7414,3550,44.96,205.94,98.61,281,132,43,211,106,39,S,TENNESSEE AREA,N,N,29.98999023,1,1,WC,0,0,O,1,S,M,2,M,6,1,I,A,0,S,U,U,U,U,U,Y,1102,1007396
1,1,Y,A,N,3744,8486,1679.91,1607.33,8301,3670,51.85,267.77,118.39,77,40,50,141,73,51,T,NEW YORK CITY AREA,Y,N,29.98999023,1,1,WC,0,0,O,,,A,2,M,9,,I,,0,U,U,U,U,U,U,Y,995,1007397
2,1,Y,A,N,1640,3783,1141.82,1095.47,3737,1618,35.34,120.55,52.19,124,54,32,111,48,32,U,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,29.98999023,3,2,WC,1,1,O,2,S,U,2,M,9,,C,A,0,S,U,U,U,U,U,Y,47,1007398
1,1,Y,A,N,94,304,656.48,630.72,298,91,19.11,9.03,2.76,18,6,21,15,5,19,S,GREAT LAKES AREA,Y,N,29.98999023,1,1,NA,0,0,O,1,S,M,3,M,8,3,C,A,0,G,U,U,U,U,U,Y,1041,1007399
1,1,N,BA,N,3325,14443,2202.38,2176.46,14440,3322,87.06,577.6,132.88,1768,358,334,1143,281,211,C,CENTRAL/SOUTH TEXAS AREA,Y,N,199.9899902,4,3,WCMB,0,0,,2,M,B,1,M,3,1,C,L,0,N,U,U,U,U,U,N,36,1007400
1,1,U,C,N,2798,4981,1157.26,1103.41,4852,2714,38.05,167.31,93.59,255,109,63,190,96,46,T,OHIO AREA,T,N,99.98999023,2,2,WCMB,0,0,O,9,S,M,2,M,9,1,C,A,0,N,U,U,U,U,U,Y,230,1007401
1,1,N,A,N,1988,6453,1393.82,1354.13,6402,1956,64.48,304.86,93.14,209,85,58,340,93,70,U,NEW YORK CITY AREA,Y,N,29.98999023,1,1,WC,,,,,,,,,,,,,,,,,,,,,995,1007402
2,2,U,B,N,3438,7919,1383.13,1306.02,7786,3343,42.13,251.16,107.84,258,105,36,314,142,45,R,GREAT LAKES AREA,Y,N,29.98999023,1,1,WC,1,0,O,6,S,M,1,M,7,1,C,A,0,I,U,U,U,U,U,Y,995,1007403
1,1,N,A,N,2141,27039,2453.1,2358.91,26597,2062,71.48,805.97,62.48,1340,62,55,1214,63,54,C,SOUTH FLORIDA AREA,Y,N,79.98999023,2,2,WCMB,0,0,,,M,B,1,M,8,,A,,0,U,U,U,U,U,U,N,780,1007404
1,1,U,A,N,919,10216,1332.43,1259.85,10068,903,38.18,305.09,27.36,228,24,30,248,21,30,,SOUTHWEST AREA,Y,N,29.98999023,1,1,WC,0,0,O,10,S,M,2,M,2,,I,A,0,S,U,U,U,U,U,Y,1041,1007405
1,1,Y,B,N,1551,3927,1676.41,1637.39,3887,1535,49.62,117.79,46.52,145,51,31,156,56,35,S,DC/MARYLAND/VIRGINIA AREA,N,N,29.98999023,1,1,NA,0,0,O,5,S,S,2,M,5,1,C,A,0,U,U,U,Y,Y,U,Y,1041,1007406
1,1,N,C,N,3809,7588,1797.9,1754.12,7549,3788,53.16,228.76,114.79,360,182,66,369,197,70,S,CALIFORNIA NORTH AREA,T,N,99.98999023,2,2,WCMB,0,0,O,11,S,M,4,M,9,1,I,A,0,U,U,U,U,U,U,Y,105,1007407
1,1,Y,A,N,3291,6138,1132.17,1086.69,6112,3271,37.47,210.76,112.79,695,390,62,574,303,66,C,NEW YORK CITY AREA,Y,N,129.9899902,2,2,WCMB,0,0,O,4,S,U,2,M,1,2,C,A,0,N,U,U,U,U,U,Y,182,1007408
1,1,Y,A,N,1691,4810,1008.84,961.42,4785,1675,31.01,154.35,54.03,166,25,32,138,28,31,S,CENTRAL/SOUTH TEXAS AREA,Y,N,29.98999023,1,1,NA,0,0,O,6,S,M,1,M,6,1,C,A,0,G,U,U,U,U,U,Y,995,1007409
3,2,U,A,N,3686,8359,1497.46,1437.64,8235,3612,49.57,283.97,124.55,345,137,66,291,129,64,S,MIDWEST AREA,Y,N,59.98999023,4,2,WCMB,1,0,O,15,S,M,5,M,5,2,C,A,0,N,U,U,U,Y,Y,Y,560,1007410
2,2,N,A,N,462,4609,1723.25,1659.32,4501,427,47.41,128.6,12.2,120,11,61,144,17,61,U,DALLAS AREA,Y,N,29.98999023,1,1,WC,0,0,O,8,M,S,1,M,7,1,C,K,0,N,U,U,U,U,U,Y,1102,1007411
2,2,U,A,N,1308,2362,818.67,779.17,2327,1290,25.13,75.06,41.61,110,41,25,87,35,25,T,CENTRAL/SOUTH TEXAS AREA,N,N,29.98999023,1,1,WC,1,0,O,5,S,M,3,M,6,1,C,A,0,B,U,Y,Y,U,U,Y,995,1007412
2,2,Y,A,N,1148,3319,1086.22,1022.89,3103,1059,33.0,100.1,34.16,115,35,30,107,28,31,U,NEW YORK CITY AREA,N,N,29.98999023,1,1,NA,0,0,O,9,S,A,4,M,7,3,,A,0,U,U,U,U,U,U,Y,995,1007413
1,1,N,B,N,10447,19207,1942.92,1865.61,19018,10334,60.18,613.48,333.35,437,206,53,525,263,53,U,NEW YORK CITY AREA,T,N,99.98999023,5,5,WCMB,0,0,O,4,M,S,1,M,5,,C,,0,N,U,U,U,U,U,Y,39,1007414
2,2,U,A,N,387,1144,473.07,434.29,1108,369,22.86,58.32,19.42,15,4,18,15,7,18,S,NEW YORK CITY AREA,Y,N,29.98999023,2,2,NA,1,1,O,12,S,M,2,M,9,1,C,A,0,U,U,U,Y,U,U,Y,772,1007415
1,1,N,A,N,1303,3187,1169.02,1127.99,3157,1285,38.9,108.86,44.31,95,32,31,64,24,31,,SOUTH FLORIDA AREA,N,N,29.98999023,1,1,WC,1,0,O,8,S,M,2,M,4,,,A,0,N,U,U,Y,U,U,N,995,1007416
1,1,U,E,N,1274,3447,1246.25,1215.25,3441,1271,35.74,101.21,37.38,141,58,30,117,45,30,T,MIDWEST AREA,N,N,29.98999023,1,1,NA,0,0,O,10,S,S,4,M,6,2,I,A,0,F,U,U,U,U,U,Y,1041,1007417
1,1,U,A,N,1108,4837,776.69,740.88,4821,1100,32.21,209.61,47.83,244,68,30,269,64,30,U,NEW YORK CITY AREA,Y,N,149.9899902,2,2,WCMB,0,0,O,10,S,M,5,M,9,2,I,A,1,S,U,U,U,U,U,Y,305,1007418
2,1,N,A,N,7669,24240,1999.07,1911.4,23932,7613,65.91,825.24,262.52,1250,419,36,1220,405,44,S,NORTH FLORIDA AREA,Y,R,129.9899902,8,6,WCMB,1,0,O,9,S,M,2,M,5,,C,A,0,N,U,U,U,Y,Y,Y,111,1007419
3,3,Y,A,N,4901,8392,1872.25,1820.33,8318,4857,58.72,268.32,156.68,245,126,75,276,141,76,,DALLAS AREA,Y,N,149.9899902,3,3,WCMB,1,1,O,15,S,M,3,M,9,3,C,A,1,U,U,U,U,U,U,Y,273,1007420
1,1,N,A,N,2965,5765,951.27,894.17,5681,2921,30.83,195.9,100.72,343,165,31,281,143,30,U,SOUTHWEST AREA,N,N,29.98999023,2,2,WC,0,0,,,,U,1,M,,,C,,0,G,U,U,U,U,U,N,451,1007421
1,1,U,W,Y,2523,5017,742.21,656.74,4806,2436,59.7,436.91,221.45,506,242,61,546,269,64,S,NEW ENGLAND AREA,Y,N,199.9899902,6,2,WCMB,1,0,R,5,S,S,1,M,2,,,A,0,N,U,U,U,U,U,Y,4,1007422
2,2,Y,A,N,3528,8340,975.74,899.91,7960,3374,69.22,612.31,259.54,458,174,61,582,228,72,,OHIO AREA,Y,N,29.98999023,2,2,NA,1,0,R,4,S,M,3,M,4,2,I,A,0,N,U,U,Y,Y,Y,Y,720,1007423
1,1,Y,B,N,9395,25774,3601.05,3553.49,25654,9330,111.05,801.69,291.56,1255,371,118,1024,322,125,T,NEW ENGLAND AREA,Y,N,149.9899902,4,3,WCMB,0,0,O,10,S,M,3,M,6,2,,A,0,N,U,U,U,U,U,Y,155,1007424
1,1,Y,E,N,4441,13034,1985.33,1929.3,12955,4403,64.31,431.83,146.77,788,183,54,813,189,60,S,CALIFORNIA NORTH AREA,Y,N,149.9899902,2,2,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,425,1007425
2,2,U,A,N,1721,3997,1282.33,1236.85,3906,1690,39.9,126.0,54.52,399,133,112,266,98,72,S,CALIFORNIA NORTH AREA,N,N,29.98999023,1,1,NA,0,0,O,15,S,S,4,M,9,,,A,0,N,U,U,U,U,U,Y,995,1007426
1,1,U,A,N,1323,8716,1682.51,1584.12,8459,1281,54.62,291.69,44.17,200,31,55,214,36,56,U,CALIFORNIA NORTH AREA,Y,N,29.98999023,1,1,WC,0,0,O,12,S,A,3,M,6,1,I,A,0,N,U,U,U,U,U,Y,933,1007427
1,1,U,A,N,2855,8621,1321.1,1251.22,8447,2784,40.36,272.48,89.81,301,89,32,279,74,31,S,GREAT LAKES AREA,Y,N,59.98999023,2,2,WCMB,1,1,O,6,S,M,3,M,7,2,I,A,0,S,Y,U,U,U,U,Y,377,1007428
2,2,N,A,N,2365,10622,1818.46,1728.01,10379,2296,52.36,314.52,69.58,152,19,51,158,30,51,T,DALLAS AREA,N,N,29.98999023,1,1,WC,0,0,,,,U,1,M,,,C,,0,N,U,U,U,U,U,N,1041,1007429
2,1,Y,A,N,458,2237,1076.98,1010.66,2041,425,28.88,58.31,12.14,69,18,35,43,14,28,T,OHIO AREA,Y,N,29.98999023,2,1,WC,0,0,O,6,S,M,3,M,5,2,C,A,0,N,U,U,U,U,U,Y,1101,1007430
1,1,U,A,N,4094,9502,1095.74,1047.87,9446,4059,36.13,325.72,139.97,595,204,39,660,200,38,S,NEW ENGLAND AREA,Y,N,199.9899902,2,2,WCMB,0,0,O,1,M,S,1,M,4,,C,L,1,B,U,U,U,U,U,Y,338,1007431
1,1,Y,CA,Y,6244,15372,1483.6,1457.78,15370,6243,40.49,426.94,173.42,811,250,54,691,219,45,S,MIDWEST AREA,T,N,99.98999023,3,2,WCMB,1,0,O,15,S,M,3,M,5,2,,A,1,S,U,U,U,Y,Y,Y,317,1007432
1,1,Y,EA,Y,1712,4091,1154.43,1154.43,4068,1701,37.24,131.23,54.87,198,77,54,188,70,52,T,HOUSTON AREA,Y,N,29.98999023,3,2,WC,1,0,O,8,S,M,5,M,5,1,I,A,0,N,U,U,U,U,U,Y,469,1007433
1,1,Y,B,N,1097,3168,1218.64,1169.42,3156,1092,50.84,137.22,47.48,272,94,66,205,71,55,S,CALIFORNIA NORTH AREA,Y,N,29.98999023,1,1,WC,0,0,O,15,S,M,2,M,4,,H,A,0,N,U,U,U,U,U,Y,1041,1007434
1,1,N,A,N,1204,4120,1189.5,1142.08,4095,1187,34.61,124.09,35.97,153,38,30,143,37,30,S,CENTRAL/SOUTH TEXAS AREA,N,N,29.98999023,1,1,WC,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,1041,1007435
2,2,N,A,N,2889,8021,1477.95,1434.42,7923,2864,40.98,226.37,81.83,316,124,31,311,118,62,T,TENNESSEE AREA,Y,N,29.98999023,1,1,NA,1,0,O,5,S,M,5,M,7,1,C,A,0,N,U,Y,Y,U,U,Y,1102,1007436
2,2,Y,A,N,13810,33770,4931.82,4882.8,33756,13799,143.61,992.82,405.85,2194,775,242,2149,772,233,,CENTRAL/SOUTH TEXAS AREA,Y,N,199.9899902,5,4,WCMB,1,0,O,8,S,U,2,M,1,,C,A,0,H,U,U,U,U,U,Y,342,1007437
1,1,Y,G,N,5701,12710,2341.88,2305.28,12560,5602,69.86,380.61,169.76,172,79,50,181,81,44,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,R,29.98999023,3,3,WCMB,0,0,,,,U,,,,,,,0,U,U,U,U,U,U,N,31,1007438
2,2,Y,A,N,293,1432,860.7,816.92,1397,275,32.68,55.88,11.0,109,12,32,63,9,32,S,MIDWEST AREA,Y,N,29.98999023,1,1,WC,1,1,O,9,S,M,2,M,8,1,C,A,0,Z,U,U,U,U,U,Y,1102,1007439
1,1,N,EA,Y,11091,25775,2383.69,2382.56,25775,11091,70.08,758.09,326.21,747,280,51,801,278,48,T,TENNESSEE AREA,Y,N,149.9899902,5,4,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,76,1007440
5,4,U,A,N,1739,3532,1047.44,981.22,3440,1684,33.84,118.62,58.07,200,114,42,158,86,38,U,CALIFORNIA NORTH AREA,Y,R,9.989997864,3,2,NA,0,0,O,2,M,M,2,M,9,1,C,J,0,N,U,U,U,U,U,Y,438,1007441
2,1,U,A,N,9140,19874,996.35,937.32,19076,8750,32.32,657.79,301.72,495,221,31,617,261,32,S,SOUTHWEST AREA,N,N,29.98999023,2,1,WC,0,0,O,4,S,B,1,M,5,,,A,0,H,U,U,U,U,U,N,553,1007442
2,1,N,A,N,1405,2373,1219.84,1158.0,2338,1386,33.09,66.8,39.6,123,65,38,109,54,35,S,NEW YORK CITY AREA,T,N,199.9899902,2,2,WCMB,0,0,O,9,S,U,2,M,9,,C,A,0,N,U,U,Y,Y,U,Y,71,1007443
1,1,U,A,N,9059,26629,2256.59,2211.24,26629,9059,88.45,1065.16,362.36,1232,380,89,1243,409,87,S,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,3,3,WCMB,0,0,O,1,M,S,1,M,7,1,C,O,0,N,U,U,U,U,U,Y,472,1007444
2,2,N,B,N,5524,13500,1712.3,1673.59,13445,5486,52.3,420.16,171.44,1029,319,65,784,267,58,T,CALIFORNIA NORTH AREA,Y,N,129.9899902,3,3,WCMB,0,0,O,0,S,M,3,M,7,2,C,A,0,H,U,U,U,U,U,Y,41,1007445
1,1,N,A,N,4918,8109,976.42,915.14,8068,4892,31.56,278.21,168.69,375,227,34,360,216,34,T,HOUSTON AREA,Y,N,29.98999023,2,2,NA,1,1,O,6,S,M,2,M,6,1,I,A,0,H,U,U,Y,Y,U,Y,704,1007446
2,2,U,A,N,10179,30508,3304.86,3259.71,30402,10131,108.66,1013.4,337.7,1447,515,120,1292,463,93,S,DALLAS AREA,Y,R,9.989997864,2,2,NA,0,0,O,1,M,S,2,M,6,1,C,,0,J,U,U,U,U,U,Y,707,1007447
1,1,U,A,N,5898,28620,1714.68,1635.25,27890,5796,46.72,796.86,165.6,1048,279,50,1078,304,50,T,HOUSTON AREA,Y,N,59.98999023,2,2,WCMB,0,0,O,10,S,M,5,M,7,2,,A,0,U,U,U,U,U,U,Y,499,1007448
1,1,Y,A,N,3234,5784,1154.3,1107.85,5770,3227,33.57,174.85,97.79,202,98,35,193,98,34,,MIDWEST AREA,Y,N,29.98999023,1,1,NA,0,0,O,7,S,U,2,M,4,,G,A,0,N,U,U,U,U,U,Y,1040,1007449
1,1,U,A,N,1679,4445,1363.75,1303.75,4369,1646,39.51,132.39,49.88,0,0,30,0,0,30,S,OHIO AREA,Y,N,29.98999023,1,1,WC,0,0,O,6,S,M,1,M,7,,C,A,0,S,U,U,U,U,U,Y,1040,1007450
1,1,U,A,N,72,121,523.07,494.57,117,69,17.05,4.03,2.38,16,9,17,10,6,17,S,ATLANTIC SOUTH AREA,N,N,29.98999023,1,1,NA,0,0,O,1,S,S,1,M,6,1,C,B,0,F,U,U,U,U,U,Y,932,1007451
1,1,Y,C,N,3180,6060,1619.24,1573.98,5995,3148,50.77,193.39,101.55,160,88,39,213,109,41,T,ATLANTIC SOUTH AREA,Y,N,129.9899902,4,4,WCMB,0,0,,3,S,M,1,M,3,,B,A,0,N,U,U,U,U,U,N,328,1007452
2,1,Y,A,N,4141,7872,1737.19,1655.37,7772,4094,50.16,235.52,124.06,218,128,48,241,139,49,,CENTRAL/SOUTH TEXAS AREA,Y,N,29.98999023,1,1,WC,0,0,,,,U,,,,,,,0,U,U,U,U,U,U,N,1040,1007453
2,1,U,A,N,1383,2209,991.69,945.55,2158,1363,28.65,65.39,41.3,112,81,30,87,63,31,S,DALLAS AREA,N,N,29.98999023,1,1,WC,1,0,O,10,S,U,6,M,6,2,I,A,0,O,U,U,U,U,U,Y,1040,1007454
1,1,N,A,N,9189,23777,2875.8,2785.48,23582,9122,96.05,813.17,314.55,1129,386,133,912,322,111,S,SOUTH FLORIDA AREA,Y,N,79.98999023,4,3,WCMB,1,0,O,5,M,S,3,M,5,,C,A,0,S,U,U,U,U,U,Y,169,1007455
1,1,N,A,N,3307,6277,1178.04,1143.2,6245,3290,45.73,249.8,131.6,303,161,55,286,160,48,S,NORTH FLORIDA AREA,Y,N,59.98999023,4,2,WCMB,0,0,R,4,M,S,1,M,3,,C,O,0,N,U,U,U,U,U,Y,376,1007456
1,1,U,A,N,588,2828,785.15,749.37,2786,571,25.84,96.07,19.69,19,11,21,18,9,22,T,SOUTHWEST AREA,Y,N,29.98999023,1,1,WC,1,1,,0,S,U,2,M,6,1,B,A,0,N,U,U,U,U,U,N,932,1007457
2,2,U,A,N,2776,7248,1572.15,1512.37,7116,2741,43.21,203.31,78.31,22,8,30,64,26,30,S,HOUSTON AREA,N,N,29.98999023,1,1,WC,1,0,O,13,S,M,6,M,5,2,,A,0,N,U,U,U,U,Y,Y,1101,1007458
1,1,U,C,N,2492,6160,1020.79,965.85,6058,2440,31.16,195.42,78.71,130,23,30,169,35,32,S,CENTRAL/SOUTH TEXAS AREA,Y,N,29.98999023,1,1,NA,1,1,O,4,S,M,3,M,5,1,I,A,0,H,U,Y,Y,U,U,Y,994,1007459
2,1,Y,B,N,513,987,854.31,795.62,973,504,27.44,33.55,17.38,43,20,31,37,20,31,S,NORTH FLORIDA AREA,Y,N,149.9899902,2,2,WCMB,0,0,O,5,S,S,3,M,7,2,I,A,0,S,U,U,U,U,U,Y,25,1007460
2,1,N,B,N,5421,9685,1235.8,1196.34,9629,5391,35.19,283.21,158.56,382,215,34,314,168,32,S,SOUTHWEST AREA,Y,N,29.98999023,1,1,WC,1,0,O,4,M,A,2,M,3,1,C,B,0,G,U,U,Y,U,U,Y,1101,1007461
1,1,U,A,N,2401,3858,1091.13,1035.0,3795,2359,31.36,115.0,71.48,96,57,31,74,48,31,U,SOUTH FLORIDA AREA,Y,N,29.98999023,1,1,NA,1,0,O,10,S,M,5,M,7,1,,A,0,H,U,U,U,U,U,Y,1040,1007462
1,1,N,A,N,4515,10844,1824.41,1765.28,10731,4449,50.44,306.6,127.11,692,212,58,489,162,46,U,GREAT LAKES AREA,Y,N,199.9899902,4,3,WCMB,0,0,O,2,M,S,1,M,4,2,C,B,0,N,U,U,U,U,U,Y,31,1007463
1,1,U,BA,N,3426,9199,1311.29,1245.52,9146,3395,37.74,277.15,102.88,242,104,36,359,139,43,S,HOUSTON AREA,Y,N,199.9899902,2,2,WCMB,1,1,O,4,S,S,2,M,7,2,C,A,0,U,U,U,U,U,U,Y,163,1007464
1,1,N,B,N,1344,2667,775.89,756.16,2662,1341,30.25,106.48,53.64,99,60,29,142,79,33,U,NEW YORK CITY AREA,T,N,199.9899902,3,3,WCMB,1,0,R,13,M,S,3,M,3,1,I,J,0,H,U,U,U,U,U,Y,49,1007465
1,1,U,C,N,5728,12447,2616.31,2558.12,12360,5686,77.52,374.55,172.3,88,25,30,92,44,35,U,NEW YORK CITY AREA,N,N,29.98999023,2,2,WC,1,0,O,9,S,S,4,M,2,1,C,A,0,N,U,U,U,U,U,Y,974,1007466
1,1,N,B,N,1195,2536,1113.59,1050.39,2497,1167,33.88,80.55,37.65,152,80,36,142,74,48,S,NEW ENGLAND AREA,Y,R,29.98999023,2,2,WCMB,0,0,O,2,S,M,5,M,6,,I,A,0,H,U,U,U,U,U,Y,185,1007467
2,2,Y,A,N,6480,16273,1946.72,1898.35,16141,6401,54.24,461.17,182.89,314,128,38,521,177,55,S,SOUTH FLORIDA AREA,U,N,,2,2,UNKW,0,0,O,15,S,S,5,M,3,2,,A,0,N,U,U,U,U,U,Y,15,1007468
2,1,Y,B,N,27212,35901,1790.12,1789.66,35901,27212,55.93,1121.91,850.38,1554,1068,68,1611,1122,64,T,CENTRAL/SOUTH TEXAS AREA,Y,N,199.9899902,5,4,WCMB,0,0,O,10,S,U,2,M,4,2,I,A,0,H,U,U,U,U,U,Y,20,1007469
1,1,N,E4,Y,22009,36809,4006.6,3942.94,36600,21852,127.19,1180.65,704.9,2186,1272,146,1978,1117,124,S,NEW YORK CITY AREA,Y,N,199.9899902,4,3,WCMB,,,,,,,,,,,,,,,,,,,,,391,1007470
2,2,U,A,N,5351,10638,1237.15,1197.32,10599,5329,38.62,341.9,171.9,330,175,31,447,221,47,S,NORTH FLORIDA AREA,Y,R,99.98999023,4,3,WCMB,0,0,O,5,S,A,2,M,7,1,C,A,0,U,U,U,U,U,U,Y,280,1007471
1,1,Y,A,N,2433,4981,1334.61,1289.34,4945,2410,107.45,412.08,200.83,189,68,55,540,245,151,U,DC/MARYLAND/VIRGINIA AREA,N,N,29.98999023,2,2,WCMB,0,0,O,6,S,M,1,M,5,2,C,A,0,Z,U,U,U,U,U,Y,107,1007472
2,2,N,B,N,662,921,943.36,904.65,881,640,30.16,29.37,21.33,29,19,31,34,26,31,T,NEW ENGLAND AREA,N,N,29.98999023,1,1,NA,0,0,O,10,S,M,4,M,7,,,A,0,F,U,U,U,U,U,Y,994,1007473
4,1,Y,A,N,1214,2354,891.99,860.76,2321,1202,26.08,70.33,36.42,30,18,20,38,24,25,U,CALIFORNIA NORTH AREA,Y,N,29.98999023,4,3,WC,0,0,O,2,S,U,2,M,9,2,C,A,0,B,U,Y,U,U,U,Y,384,1007474
2,1,U,B,N,2739,5287,1037.4,998.69,5245,2717,35.67,187.32,97.04,343,174,51,257,140,41,S,SOUTHWEST AREA,N,N,129.9899902,2,2,WCMB,1,1,O,15,S,M,3,M,5,2,I,A,0,S,U,U,U,U,U,Y,128,1007475
2,2,N,A,N,10385,22867,2957.67,2774.39,22686,10292,84.07,687.45,311.88,652,311,52,631,281,55,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.9899902,5,4,WCMB,0,0,O,1,S,M,2,M,6,2,G,A,0,U,U,U,U,U,U,Y,238,1007476
1,1,N,B,N,10487,33456,2907.55,2679.51,33432,10475,107.18,1337.28,419.0,2189,553,243,1961,525,183,U,NEW YORK CITY AREA,Y,R,129.9899902,8,6,WCMB,0,0,O,15,S,M,4,M,7,3,,A,0,I,U,U,U,Y,U,Y,1,1007477
1,1,U,A,N,307,1038,689.28,668.45,1037,306,23.05,35.76,10.55,78,17,29,79,21,31,C,HOUSTON AREA,Y,N,29.98999023,1,1,WC,0,0,O,15,M,U,2,M,7,,,,0,J,U,U,U,U,U,Y,994,1007478
1,1,Y,Z,N,9379,21929,3086.72,3018.01,21884,9360,88.77,643.65,275.29,535,186,73,713,252,108,U,NEW YORK CITY AREA,Y,N,129.9899902,3,3,WCMB,0,0,O,2,M,B,1,M,4,,C,B,0,S,U,U,U,U,U,Y,656,1007479
